#          t               x(t)              vx(t)             y(t)              vy(t)                T                U                E
     0.1270000E+02     0.9586453E+00    -0.3864339E-02     0.2203408E+00     0.1705828E-01     0.4591217E-09     0.9175826E-09     0.1835165E-08
     0.1280000E+02     0.9582574E+00    -0.3894229E-02     0.2220463E+00     0.1705139E-01     0.4591173E-09     0.9175782E-09     0.1835156E-08
     0.1290000E+02     0.9578665E+00    -0.3924105E-02     0.2237511E+00     0.1704446E-01     0.4591129E-09     0.9175737E-09     0.1835147E-08
     0.1300000E+02     0.9574725E+00    -0.3953970E-02     0.2254552E+00     0.1703747E-01     0.4591085E-09     0.9175693E-09     0.1835139E-08
     0.1310000E+02     0.9570757E+00    -0.3983821E-02     0.2271586E+00     0.1703042E-01     0.4591040E-09     0.9175648E-09     0.1835130E-08
     0.1320000E+02     0.9566758E+00    -0.4013660E-02     0.2288613E+00     0.1702333E-01     0.4590995E-09     0.9175603E-09     0.1835121E-08
     0.1330000E+02     0.9562729E+00    -0.4043485E-02     0.2305632E+00     0.1701618E-01     0.4590950E-09     0.9175557E-09     0.1835111E-08
     0.1340000E+02     0.9558671E+00    -0.4073298E-02     0.2322645E+00     0.1700898E-01     0.4590904E-09     0.9175511E-09     0.1835102E-08
     0.1350000E+02     0.9554583E+00    -0.4103097E-02     0.2339650E+00     0.1700173E-01     0.4590859E-09     0.9175465E-09     0.1835093E-08
     0.1360000E+02     0.9550465E+00    -0.4132883E-02     0.2356649E+00     0.1699442E-01     0.4590812E-09     0.9175418E-09     0.1835084E-08
     0.1370000E+02     0.9546317E+00    -0.4162656E-02     0.2373639E+00     0.1698706E-01     0.4590766E-09     0.9175371E-09     0.1835074E-08
     0.1380000E+02     0.9542139E+00    -0.4192415E-02     0.2390623E+00     0.1697965E-01     0.4590719E-09     0.9175324E-09     0.1835065E-08
     0.1390000E+02     0.9537932E+00    -0.4222160E-02     0.2407599E+00     0.1697218E-01     0.4590671E-09     0.9175276E-09     0.1835055E-08
     0.1400000E+02     0.9533695E+00    -0.4251892E-02     0.2424567E+00     0.1696467E-01     0.4590624E-09     0.9175228E-09     0.1835046E-08
     0.1410000E+02     0.9529428E+00    -0.4281610E-02     0.2441528E+00     0.1695710E-01     0.4590576E-09     0.9175180E-09     0.1835036E-08
     0.1420000E+02     0.9525132E+00    -0.4311315E-02     0.2458481E+00     0.1694947E-01     0.4590528E-09     0.9175131E-09     0.1835026E-08
     0.1430000E+02     0.9520806E+00    -0.4341005E-02     0.2475427E+00     0.1694180E-01     0.4590479E-09     0.9175082E-09     0.1835016E-08
     0.1440000E+02     0.9516450E+00    -0.4370681E-02     0.2492365E+00     0.1693407E-01     0.4590430E-09     0.9175033E-09     0.1835007E-08
     0.1450000E+02     0.9512064E+00    -0.4400344E-02     0.2509295E+00     0.1692629E-01     0.4590381E-09     0.9174983E-09     0.1834997E-08
     0.1460000E+02     0.9507649E+00    -0.4429991E-02     0.2526217E+00     0.1691846E-01     0.4590331E-09     0.9174933E-09     0.1834987E-08
     0.1470000E+02     0.9503204E+00    -0.4459625E-02     0.2543132E+00     0.1691057E-01     0.4590281E-09     0.9174883E-09     0.1834977E-08
     0.1480000E+02     0.9498730E+00    -0.4489244E-02     0.2560038E+00     0.1690263E-01     0.4590231E-09     0.9174832E-09     0.1834966E-08
     0.1490000E+02     0.9494226E+00    -0.4518849E-02     0.2576937E+00     0.1689464E-01     0.4590180E-09     0.9174781E-09     0.1834956E-08
     0.1500000E+02     0.9489692E+00    -0.4548439E-02     0.2593828E+00     0.1688660E-01     0.4590129E-09     0.9174730E-09     0.1834946E-08
     0.1510000E+02     0.9485129E+00    -0.4578014E-02     0.2610710E+00     0.1687850E-01     0.4590078E-09     0.9174678E-09     0.1834936E-08
     0.1520000E+02     0.9480536E+00    -0.4607574E-02     0.2627585E+00     0.1687036E-01     0.4590027E-09     0.9174626E-09     0.1834925E-08
     0.1530000E+02     0.9475914E+00    -0.4637120E-02     0.2644451E+00     0.1686216E-01     0.4589975E-09     0.9174573E-09     0.1834915E-08
     0.1540000E+02     0.9471262E+00    -0.4666651E-02     0.2661309E+00     0.1685390E-01     0.4589922E-09     0.9174521E-09     0.1834904E-08
     0.1550000E+02     0.9466581E+00    -0.4696166E-02     0.2678159E+00     0.1684560E-01     0.4589870E-09     0.9174468E-09     0.1834894E-08
     0.1560000E+02     0.9461870E+00    -0.4725666E-02     0.2695000E+00     0.1683724E-01     0.4589817E-09     0.9174414E-09     0.1834883E-08
     0.1570000E+02     0.9457129E+00    -0.4755151E-02     0.2711833E+00     0.1682883E-01     0.4589764E-09     0.9174360E-09     0.1834872E-08
     0.1580000E+02     0.9452359E+00    -0.4784621E-02     0.2728658E+00     0.1682037E-01     0.4589710E-09     0.9174306E-09     0.1834861E-08
     0.1590000E+02     0.9447560E+00    -0.4814075E-02     0.2745474E+00     0.1681186E-01     0.4589656E-09     0.9174252E-09     0.1834850E-08
     0.1600000E+02     0.9442731E+00    -0.4843513E-02     0.2762281E+00     0.1680330E-01     0.4589602E-09     0.9174197E-09     0.1834839E-08
     0.1610000E+02     0.9437873E+00    -0.4872936E-02     0.2779080E+00     0.1679468E-01     0.4589547E-09     0.9174142E-09     0.1834828E-08
     0.1620000E+02     0.9432985E+00    -0.4902343E-02     0.2795871E+00     0.1678601E-01     0.4589492E-09     0.9174086E-09     0.1834817E-08
     0.1630000E+02     0.9428068E+00    -0.4931735E-02     0.2812652E+00     0.1677729E-01     0.4589437E-09     0.9174031E-09     0.1834806E-08
     0.1640000E+02     0.9423122E+00    -0.4961110E-02     0.2829425E+00     0.1676851E-01     0.4589381E-09     0.9173975E-09     0.1834795E-08
     0.1650000E+02     0.9418146E+00    -0.4990469E-02     0.2846189E+00     0.1675969E-01     0.4589325E-09     0.9173918E-09     0.1834784E-08
     0.1660000E+02     0.9413141E+00    -0.5019812E-02     0.2862945E+00     0.1675081E-01     0.4589269E-09     0.9173861E-09     0.1834772E-08
     0.1670000E+02     0.9408106E+00    -0.5049139E-02     0.2879691E+00     0.1674188E-01     0.4589213E-09     0.9173804E-09     0.1834761E-08
     0.1680000E+02     0.9403043E+00    -0.5078450E-02     0.2896428E+00     0.1673290E-01     0.4589156E-09     0.9173747E-09     0.1834749E-08
     0.1690000E+02     0.9397950E+00    -0.5107744E-02     0.2913157E+00     0.1672387E-01     0.4589098E-09     0.9173689E-09     0.1834738E-08
     0.1700000E+02     0.9392827E+00    -0.5137022E-02     0.2929876E+00     0.1671478E-01     0.4589041E-09     0.9173631E-09     0.1834726E-08
     0.1710000E+02     0.9387676E+00    -0.5166283E-02     0.2946586E+00     0.1670565E-01     0.4588983E-09     0.9173572E-09     0.1834714E-08
     0.1720000E+02     0.9382495E+00    -0.5195527E-02     0.2963287E+00     0.1669646E-01     0.4588925E-09     0.9173514E-09     0.1834703E-08
     0.1730000E+02     0.9377284E+00    -0.5224754E-02     0.2979979E+00     0.1668722E-01     0.4588866E-09     0.9173454E-09     0.1834691E-08
     0.1740000E+02     0.9372045E+00    -0.5253965E-02     0.2996662E+00     0.1667793E-01     0.4588807E-09     0.9173395E-09     0.1834679E-08
     0.1750000E+02     0.9366777E+00    -0.5283159E-02     0.3013335E+00     0.1666858E-01     0.4588748E-09     0.9173335E-09     0.1834667E-08
     0.1760000E+02     0.9361479E+00    -0.5312335E-02     0.3029999E+00     0.1665919E-01     0.4588689E-09     0.9173275E-09     0.1834655E-08
     0.1770000E+02     0.9356152E+00    -0.5341495E-02     0.3046654E+00     0.1664974E-01     0.4588629E-09     0.9173214E-09     0.1834643E-08
     0.1780000E+02     0.9350796E+00    -0.5370637E-02     0.3063299E+00     0.1664025E-01     0.4588568E-09     0.9173154E-09     0.1834631E-08
     0.1790000E+02     0.9345411E+00    -0.5399762E-02     0.3079934E+00     0.1663070E-01     0.4588508E-09     0.9173092E-09     0.1834618E-08
     0.1800000E+02     0.9339996E+00    -0.5428869E-02     0.3096560E+00     0.1662109E-01     0.4588447E-09     0.9173031E-09     0.1834606E-08
     0.1810000E+02     0.9334553E+00    -0.5457959E-02     0.3113176E+00     0.1661144E-01     0.4588386E-09     0.9172969E-09     0.1834594E-08
     0.1820000E+02     0.9329080E+00    -0.5487031E-02     0.3129783E+00     0.1660174E-01     0.4588324E-09     0.9172907E-09     0.1834581E-08
     0.1830000E+02     0.9323579E+00    -0.5516085E-02     0.3146380E+00     0.1659198E-01     0.4588262E-09     0.9172845E-09     0.1834569E-08
     0.1840000E+02     0.9318048E+00    -0.5545122E-02     0.3162967E+00     0.1658218E-01     0.4588200E-09     0.9172782E-09     0.1834556E-08
     0.1850000E+02     0.9312489E+00    -0.5574141E-02     0.3179544E+00     0.1657232E-01     0.4588138E-09     0.9172719E-09     0.1834544E-08
     0.1860000E+02     0.9306900E+00    -0.5603141E-02     0.3196111E+00     0.1656241E-01     0.4588075E-09     0.9172655E-09     0.1834531E-08
     0.1870000E+02     0.9301282E+00    -0.5632124E-02     0.3212669E+00     0.1655245E-01     0.4588012E-09     0.9172591E-09     0.1834518E-08
