#          t               x(t)              vx(t)             y(t)              vy(t)                T                U                E
     0.6100000E+01     0.9775998E+00    -0.1864191E-02     0.1065183E+00     0.1739454E-01     0.4593127E-09     0.9049168E-09     0.1809834E-08
     0.6200000E+01     0.9774118E+00    -0.1894625E-02     0.1082576E+00     0.1739120E-01     0.4593098E-09     0.9049141E-09     0.1809828E-08
     0.6300000E+01     0.9772209E+00    -0.1925052E-02     0.1099966E+00     0.1738780E-01     0.4593070E-09     0.9049112E-09     0.1809822E-08
     0.6400000E+01     0.9770268E+00    -0.1955473E-02     0.1117352E+00     0.1738435E-01     0.4593040E-09     0.9049083E-09     0.1809817E-08
     0.6500000E+01     0.9768298E+00    -0.1985888E-02     0.1134734E+00     0.1738084E-01     0.4593011E-09     0.9049054E-09     0.1809811E-08
     0.6600000E+01     0.9766297E+00    -0.2016296E-02     0.1152113E+00     0.1737729E-01     0.4592981E-09     0.9049024E-09     0.1809805E-08
     0.6700000E+01     0.9764265E+00    -0.2046697E-02     0.1169489E+00     0.1737367E-01     0.4592950E-09     0.9048994E-09     0.1809799E-08
     0.6800000E+01     0.9762203E+00    -0.2077092E-02     0.1186861E+00     0.1737000E-01     0.4592919E-09     0.9048964E-09     0.1809793E-08
     0.6900000E+01     0.9760111E+00    -0.2107480E-02     0.1204229E+00     0.1736628E-01     0.4592887E-09     0.9048933E-09     0.1809787E-08
     0.7000000E+01     0.9757988E+00    -0.2137862E-02     0.1221593E+00     0.1736251E-01     0.4592855E-09     0.9048901E-09     0.1809780E-08
     0.7100000E+01     0.9755835E+00    -0.2168236E-02     0.1238954E+00     0.1735868E-01     0.4592823E-09     0.9048869E-09     0.1809774E-08
     0.7200000E+01     0.9753652E+00    -0.2198603E-02     0.1256310E+00     0.1735480E-01     0.4592790E-09     0.9048837E-09     0.1809767E-08
     0.7300000E+01     0.9751438E+00    -0.2228963E-02     0.1273663E+00     0.1735086E-01     0.4592757E-09     0.9048804E-09     0.1809761E-08
     0.7400000E+01     0.9749194E+00    -0.2259316E-02     0.1291012E+00     0.1734687E-01     0.4592723E-09     0.9048770E-09     0.1809754E-08
     0.7500000E+01     0.9746919E+00    -0.2289661E-02     0.1308357E+00     0.1734282E-01     0.4592689E-09     0.9048737E-09     0.1809747E-08
     0.7600000E+01     0.9744615E+00    -0.2319999E-02     0.1325698E+00     0.1733872E-01     0.4592654E-09     0.9048702E-09     0.1809740E-08
     0.7700000E+01     0.9742279E+00    -0.2350329E-02     0.1343034E+00     0.1733457E-01     0.4592619E-09     0.9048668E-09     0.1809734E-08
     0.7800000E+01     0.9739914E+00    -0.2380652E-02     0.1360367E+00     0.1733036E-01     0.4592583E-09     0.9048632E-09     0.1809726E-08
     0.7900000E+01     0.9737518E+00    -0.2410967E-02     0.1377695E+00     0.1732610E-01     0.4592547E-09     0.9048597E-09     0.1809719E-08
     0.8000000E+01     0.9735092E+00    -0.2441274E-02     0.1395019E+00     0.1732179E-01     0.4592511E-09     0.9048561E-09     0.1809712E-08
     0.8100000E+01     0.9732636E+00    -0.2471572E-02     0.1412339E+00     0.1731742E-01     0.4592474E-09     0.9048524E-09     0.1809705E-08
     0.8200000E+01     0.9730149E+00    -0.2501863E-02     0.1429654E+00     0.1731300E-01     0.4592436E-09     0.9048487E-09     0.1809697E-08
     0.8300000E+01     0.9727632E+00    -0.2532146E-02     0.1446965E+00     0.1730852E-01     0.4592399E-09     0.9048450E-09     0.1809690E-08
     0.8400000E+01     0.9725085E+00    -0.2562421E-02     0.1464271E+00     0.1730399E-01     0.4592360E-09     0.9048412E-09     0.1809682E-08
     0.8500000E+01     0.9722507E+00    -0.2592687E-02     0.1481573E+00     0.1729941E-01     0.4592321E-09     0.9048373E-09     0.1809675E-08
     0.8600000E+01     0.9719899E+00    -0.2622944E-02     0.1498870E+00     0.1729477E-01     0.4592282E-09     0.9048334E-09     0.1809667E-08
     0.8700000E+01     0.9717261E+00    -0.2653193E-02     0.1516162E+00     0.1729008E-01     0.4592242E-09     0.9048295E-09     0.1809659E-08
     0.8800000E+01     0.9714593E+00    -0.2683434E-02     0.1533450E+00     0.1728534E-01     0.4592202E-09     0.9048255E-09     0.1809651E-08
     0.8900000E+01     0.9711894E+00    -0.2713666E-02     0.1550733E+00     0.1728054E-01     0.4592162E-09     0.9048215E-09     0.1809643E-08
     0.9000000E+01     0.9709165E+00    -0.2743888E-02     0.1568011E+00     0.1727568E-01     0.4592121E-09     0.9048174E-09     0.1809635E-08
     0.9100000E+01     0.9706406E+00    -0.2774102E-02     0.1585284E+00     0.1727078E-01     0.4592079E-09     0.9048133E-09     0.1809627E-08
     0.9200000E+01     0.9703617E+00    -0.2804307E-02     0.1602553E+00     0.1726582E-01     0.4592037E-09     0.9048092E-09     0.1809618E-08
     0.9300000E+01     0.9700798E+00    -0.2834503E-02     0.1619816E+00     0.1726080E-01     0.4591995E-09     0.9048050E-09     0.1809610E-08
     0.9400000E+01     0.9697948E+00    -0.2864689E-02     0.1637074E+00     0.1725574E-01     0.4591952E-09     0.9048007E-09     0.1809601E-08
     0.9500000E+01     0.9695068E+00    -0.2894866E-02     0.1654327E+00     0.1725062E-01     0.4591908E-09     0.9047964E-09     0.1809593E-08
     0.9600000E+01     0.9692159E+00    -0.2925034E-02     0.1671575E+00     0.1724544E-01     0.4591865E-09     0.9047921E-09     0.1809584E-08
     0.9700000E+01     0.9689218E+00    -0.2955192E-02     0.1688818E+00     0.1724022E-01     0.4591820E-09     0.9047877E-09     0.1809575E-08
     0.9800000E+01     0.9686248E+00    -0.2985340E-02     0.1706056E+00     0.1723493E-01     0.4591776E-09     0.9047833E-09     0.1809567E-08
     0.9900000E+01     0.9683248E+00    -0.3015479E-02     0.1723288E+00     0.1722960E-01     0.4591730E-09     0.9047788E-09     0.1809558E-08
     0.1000000E+02     0.9680217E+00    -0.3045608E-02     0.1740515E+00     0.1722421E-01     0.4591685E-09     0.9047743E-09     0.1809549E-08
     0.1010000E+02     0.9677157E+00    -0.3075726E-02     0.1757736E+00     0.1721877E-01     0.4591639E-09     0.9047697E-09     0.1809539E-08
     0.1020000E+02     0.9674066E+00    -0.3105835E-02     0.1774952E+00     0.1721327E-01     0.4591592E-09     0.9047651E-09     0.1809530E-08
     0.1030000E+02     0.9670945E+00    -0.3135934E-02     0.1792163E+00     0.1720772E-01     0.4591545E-09     0.9047604E-09     0.1809521E-08
     0.1040000E+02     0.9667794E+00    -0.3166022E-02     0.1809368E+00     0.1720212E-01     0.4591498E-09     0.9047557E-09     0.1809511E-08
     0.1050000E+02     0.9664613E+00    -0.3196101E-02     0.1826567E+00     0.1719647E-01     0.4591450E-09     0.9047510E-09     0.1809502E-08
     0.1060000E+02     0.9661402E+00    -0.3226168E-02     0.1843761E+00     0.1719076E-01     0.4591402E-09     0.9047462E-09     0.1809492E-08
     0.1070000E+02     0.9658160E+00    -0.3256225E-02     0.1860949E+00     0.1718499E-01     0.4591353E-09     0.9047414E-09     0.1809483E-08
     0.1080000E+02     0.9654889E+00    -0.3286272E-02     0.1878131E+00     0.1717918E-01     0.4591304E-09     0.9047365E-09     0.1809473E-08
     0.1090000E+02     0.9651588E+00    -0.3316308E-02     0.1895307E+00     0.1717331E-01     0.4591254E-09     0.9047315E-09     0.1809463E-08
     0.1100000E+02     0.9648257E+00    -0.3346333E-02     0.1912477E+00     0.1716739E-01     0.4591204E-09     0.9047266E-09     0.1809453E-08
     0.1110000E+02     0.9644895E+00    -0.3376347E-02     0.1929642E+00     0.1716141E-01     0.4591153E-09     0.9047215E-09     0.1809443E-08
     0.1120000E+02     0.9641504E+00    -0.3406350E-02     0.1946800E+00     0.1715538E-01     0.4591102E-09     0.9047165E-09     0.1809433E-08
     0.1130000E+02     0.9638083E+00    -0.3436342E-02     0.1963952E+00     0.1714930E-01     0.4591051E-09     0.9047114E-09     0.1809423E-08
     0.1140000E+02     0.9634631E+00    -0.3466323E-02     0.1981099E+00     0.1714316E-01     0.4590999E-09     0.9047062E-09     0.1809412E-08
     0.1150000E+02     0.9631150E+00    -0.3496292E-02     0.1998239E+00     0.1713697E-01     0.4590946E-09     0.9047010E-09     0.1809402E-08
     0.1160000E+02     0.9627639E+00    -0.3526250E-02     0.2015373E+00     0.1713073E-01     0.4590894E-09     0.9046958E-09     0.1809392E-08
     0.1170000E+02     0.9624097E+00    -0.3556197E-02     0.2032500E+00     0.1712444E-01     0.4590840E-09     0.9046905E-09     0.1809381E-08
     0.1180000E+02     0.9620526E+00    -0.3586132E-02     0.2049622E+00     0.1711809E-01     0.4590786E-09     0.9046851E-09     0.1809370E-08
     0.1190000E+02     0.9616925E+00    -0.3616055E-02     0.2066736E+00     0.1711169E-01     0.4590732E-09     0.9046798E-09     0.1809360E-08
     0.1200000E+02     0.9613294E+00    -0.3645967E-02     0.2083845E+00     0.1710523E-01     0.4590678E-09     0.9046743E-09     0.1809349E-08
     0.1210000E+02     0.9609633E+00    -0.3675866E-02     0.2100947E+00     0.1709872E-01     0.4590623E-09     0.9046689E-09     0.1809338E-08
     0.1220000E+02     0.9605942E+00    -0.3705754E-02     0.2118042E+00     0.1709216E-01     0.4590567E-09     0.9046634E-09     0.1809327E-08
     0.1230000E+02     0.9602222E+00    -0.3735629E-02     0.2135131E+00     0.1708555E-01     0.4590511E-09     0.9046578E-09     0.1809316E-08
     0.1240000E+02     0.9598471E+00    -0.3765493E-02     0.2152213E+00     0.1707888E-01     0.4590455E-09     0.9046522E-09     0.1809304E-08
     0.1250000E+02     0.9594691E+00    -0.3795344E-02     0.2169289E+00     0.1707216E-01     0.4590398E-09     0.9046465E-09     0.1809293E-08
     0.1260000E+02     0.9590880E+00    -0.3825182E-02     0.2186358E+00     0.1706539E-01     0.4590340E-09     0.9046408E-09     0.1809282E-08
     0.1270000E+02     0.9587040E+00    -0.3855009E-02     0.2203420E+00     0.1705856E-01     0.4590283E-09     0.9046351E-09     0.1809270E-08
     0.1280000E+02     0.9583170E+00    -0.3884822E-02     0.2220475E+00     0.1705169E-01     0.4590224E-09     0.9046293E-09     0.1809259E-08
     0.1290000E+02     0.9579271E+00    -0.3914623E-02     0.2237523E+00     0.1704475E-01     0.4590166E-09     0.9046235E-09     0.1809247E-08
     0.1300000E+02     0.9575341E+00    -0.3944411E-02     0.2254564E+00     0.1703777E-01     0.4590107E-09     0.9046176E-09     0.1809235E-08
     0.1310000E+02     0.9571382E+00    -0.3974187E-02     0.2271599E+00     0.1703073E-01     0.4590047E-09     0.9046117E-09     0.1809223E-08
     0.1320000E+02     0.9567393E+00    -0.4003949E-02     0.2288626E+00     0.1702364E-01     0.4589987E-09     0.9046057E-09     0.1809211E-08
     0.1330000E+02     0.9563374E+00    -0.4033698E-02     0.2305646E+00     0.1701650E-01     0.4589927E-09     0.9045997E-09     0.1809199E-08
     0.1340000E+02     0.9559325E+00    -0.4063435E-02     0.2322659E+00     0.1700930E-01     0.4589866E-09     0.9045937E-09     0.1809187E-08
     0.1350000E+02     0.9555247E+00    -0.4093158E-02     0.2339664E+00     0.1700206E-01     0.4589804E-09     0.9045876E-09     0.1809175E-08
     0.1360000E+02     0.9551139E+00    -0.4122867E-02     0.2356663E+00     0.1699475E-01     0.4589742E-09     0.9045814E-09     0.1809163E-08
     0.1370000E+02     0.9547001E+00    -0.4152563E-02     0.2373654E+00     0.1698740E-01     0.4589680E-09     0.9045752E-09     0.1809150E-08
     0.1380000E+02     0.9542834E+00    -0.4182246E-02     0.2390638E+00     0.1697999E-01     0.4589617E-09     0.9045690E-09     0.1809138E-08
     0.1390000E+02     0.9538637E+00    -0.4211915E-02     0.2407614E+00     0.1697254E-01     0.4589554E-09     0.9045627E-09     0.1809125E-08
     0.1400000E+02     0.9534410E+00    -0.4241570E-02     0.2424583E+00     0.1696502E-01     0.4589491E-09     0.9045564E-09     0.1809113E-08
     0.1410000E+02     0.9530154E+00    -0.4271212E-02     0.2441544E+00     0.1695746E-01     0.4589427E-09     0.9045500E-09     0.1809100E-08
     0.1420000E+02     0.9525868E+00    -0.4300839E-02     0.2458498E+00     0.1694984E-01     0.4589362E-09     0.9045436E-09     0.1809087E-08
     0.1430000E+02     0.9521552E+00    -0.4330453E-02     0.2475444E+00     0.1694217E-01     0.4589297E-09     0.9045372E-09     0.1809074E-08
     0.1440000E+02     0.9517207E+00    -0.4360052E-02     0.2492382E+00     0.1693445E-01     0.4589232E-09     0.9045307E-09     0.1809061E-08
     0.1450000E+02     0.9512832E+00    -0.4389638E-02     0.2509312E+00     0.1692668E-01     0.4589166E-09     0.9045241E-09     0.1809048E-08
     0.1460000E+02     0.9508428E+00    -0.4419208E-02     0.2526235E+00     0.1691885E-01     0.4589100E-09     0.9045175E-09     0.1809035E-08
     0.1470000E+02     0.9503994E+00    -0.4448765E-02     0.2543150E+00     0.1691097E-01     0.4589033E-09     0.9045109E-09     0.1809022E-08
     0.1480000E+02     0.9499530E+00    -0.4478307E-02     0.2560057E+00     0.1690304E-01     0.4588966E-09     0.9045042E-09     0.1809008E-08
     0.1490000E+02     0.9495037E+00    -0.4507834E-02     0.2576956E+00     0.1689506E-01     0.4588898E-09     0.9044975E-09     0.1808995E-08
     0.1500000E+02     0.9490514E+00    -0.4537347E-02     0.2593847E+00     0.1688702E-01     0.4588830E-09     0.9044907E-09     0.1808981E-08
     0.1510000E+02     0.9485962E+00    -0.4566845E-02     0.2610730E+00     0.1687893E-01     0.4588762E-09     0.9044839E-09     0.1808968E-08
     0.1520000E+02     0.9481381E+00    -0.4596328E-02     0.2627605E+00     0.1687079E-01     0.4588693E-09     0.9044771E-09     0.1808954E-08
     0.1530000E+02     0.9476770E+00    -0.4625796E-02     0.2644472E+00     0.1686260E-01     0.4588624E-09     0.9044702E-09     0.1808940E-08
     0.1540000E+02     0.9472129E+00    -0.4655249E-02     0.2661330E+00     0.1685435E-01     0.4588554E-09     0.9044632E-09     0.1808926E-08
     0.1550000E+02     0.9467459E+00    -0.4684687E-02     0.2678180E+00     0.1684605E-01     0.4588484E-09     0.9044562E-09     0.1808912E-08
     0.1560000E+02     0.9462760E+00    -0.4714110E-02     0.2695022E+00     0.1683770E-01     0.4588413E-09     0.9044492E-09     0.1808898E-08
     0.1570000E+02     0.9458031E+00    -0.4743517E-02     0.2711856E+00     0.1682930E-01     0.4588342E-09     0.9044421E-09     0.1808884E-08
     0.1580000E+02     0.9453273E+00    -0.4772909E-02     0.2728681E+00     0.1682085E-01     0.4588270E-09     0.9044350E-09     0.1808870E-08
     0.1590000E+02     0.9448485E+00    -0.4802286E-02     0.2745498E+00     0.1681234E-01     0.4588198E-09     0.9044278E-09     0.1808856E-08
     0.1600000E+02     0.9443668E+00    -0.4831646E-02     0.2762306E+00     0.1680379E-01     0.4588126E-09     0.9044206E-09     0.1808841E-08
     0.1610000E+02     0.9438822E+00    -0.4860991E-02     0.2779105E+00     0.1679518E-01     0.4588053E-09     0.9044134E-09     0.1808827E-08
     0.1620000E+02     0.9433946E+00    -0.4890320E-02     0.2795896E+00     0.1678651E-01     0.4587979E-09     0.9044061E-09     0.1808812E-08
     0.1630000E+02     0.9429041E+00    -0.4919634E-02     0.2812678E+00     0.1677780E-01     0.4587906E-09     0.9043987E-09     0.1808797E-08
     0.1640000E+02     0.9424107E+00    -0.4948931E-02     0.2829452E+00     0.1676903E-01     0.4587832E-09     0.9043914E-09     0.1808783E-08
     0.1650000E+02     0.9419143E+00    -0.4978212E-02     0.2846216E+00     0.1676022E-01     0.4587757E-09     0.9043839E-09     0.1808768E-08
     0.1660000E+02     0.9414151E+00    -0.5007477E-02     0.2862972E+00     0.1675135E-01     0.4587682E-09     0.9043765E-09     0.1808753E-08
     0.1670000E+02     0.9409128E+00    -0.5036725E-02     0.2879719E+00     0.1674242E-01     0.4587606E-09     0.9043689E-09     0.1808738E-08
     0.1680000E+02     0.9404077E+00    -0.5065957E-02     0.2896457E+00     0.1673345E-01     0.4587530E-09     0.9043614E-09     0.1808723E-08
     0.1690000E+02     0.9398997E+00    -0.5095173E-02     0.2913186E+00     0.1672443E-01     0.4587454E-09     0.9043538E-09     0.1808708E-08
     0.1700000E+02     0.9393887E+00    -0.5124372E-02     0.2929906E+00     0.1671535E-01     0.4587377E-09     0.9043461E-09     0.1808692E-08
     0.1710000E+02     0.9388748E+00    -0.5153555E-02     0.2946616E+00     0.1670622E-01     0.4587300E-09     0.9043384E-09     0.1808677E-08
     0.1720000E+02     0.9383580E+00    -0.5182720E-02     0.2963318E+00     0.1669704E-01     0.4587222E-09     0.9043307E-09     0.1808661E-08
     0.1730000E+02     0.9378382E+00    -0.5211869E-02     0.2980010E+00     0.1668781E-01     0.4587144E-09     0.9043229E-09     0.1808646E-08
     0.1740000E+02     0.9373156E+00    -0.5241001E-02     0.2996694E+00     0.1667853E-01     0.4587065E-09     0.9043151E-09     0.1808630E-08
     0.1750000E+02     0.9367900E+00    -0.5270116E-02     0.3013368E+00     0.1666919E-01     0.4586986E-09     0.9043072E-09     0.1808614E-08
     0.1760000E+02     0.9362616E+00    -0.5299214E-02     0.3030032E+00     0.1665981E-01     0.4586907E-09     0.9042993E-09     0.1808599E-08
     0.1770000E+02     0.9357302E+00    -0.5328294E-02     0.3046687E+00     0.1665037E-01     0.4586827E-09     0.9042913E-09     0.1808583E-08
     0.1780000E+02     0.9351959E+00    -0.5357357E-02     0.3063333E+00     0.1664088E-01     0.4586747E-09     0.9042833E-09     0.1808567E-08
     0.1790000E+02     0.9346587E+00    -0.5386403E-02     0.3079969E+00     0.1663134E-01     0.4586666E-09     0.9042753E-09     0.1808551E-08
     0.1800000E+02     0.9341186E+00    -0.5415431E-02     0.3096595E+00     0.1662175E-01     0.4586585E-09     0.9042672E-09     0.1808534E-08
     0.1810000E+02     0.9335756E+00    -0.5444441E-02     0.3113212E+00     0.1661210E-01     0.4586503E-09     0.9042591E-09     0.1808518E-08
     0.1820000E+02     0.9330297E+00    -0.5473434E-02     0.3129820E+00     0.1660241E-01     0.4586421E-09     0.9042509E-09     0.1808502E-08
     0.1830000E+02     0.9324810E+00    -0.5502409E-02     0.3146417E+00     0.1659266E-01     0.4586338E-09     0.9042427E-09     0.1808485E-08
     0.1840000E+02     0.9319293E+00    -0.5531366E-02     0.3163005E+00     0.1658286E-01     0.4586255E-09     0.9042344E-09     0.1808469E-08
     0.1850000E+02     0.9313747E+00    -0.5560306E-02     0.3179583E+00     0.1657301E-01     0.4586172E-09     0.9042261E-09     0.1808452E-08
     0.1860000E+02     0.9308172E+00    -0.5589227E-02     0.3196151E+00     0.1656312E-01     0.4586088E-09     0.9042178E-09     0.1808436E-08
     0.1870000E+02     0.9302568E+00    -0.5618130E-02     0.3212709E+00     0.1655316E-01     0.4586004E-09     0.9042094E-09     0.1808419E-08
     0.1880000E+02     0.9296936E+00    -0.5647014E-02     0.3229257E+00     0.1654316E-01     0.4585919E-09     0.9042010E-09     0.1808402E-08
