#          t               x(t)              vx(t)             y(t)              vy(t)                T                U                E
     0.6380000E+02     0.4256039E+00    -0.1554426E-01     0.8968234E+00     0.7666740E-02     0.4508446E-09     0.8950173E-09     0.1790035E-08
     0.6390000E+02     0.4240488E+00    -0.1555711E-01     0.8975887E+00     0.7639593E-02     0.4508210E-09     0.8949937E-09     0.1789987E-08
     0.6400000E+02     0.4224925E+00    -0.1556992E-01     0.8983513E+00     0.7612424E-02     0.4507974E-09     0.8949701E-09     0.1789940E-08
     0.6410000E+02     0.4209348E+00    -0.1558268E-01     0.8991112E+00     0.7585235E-02     0.4507737E-09     0.8949464E-09     0.1789893E-08
     0.6420000E+02     0.4193759E+00    -0.1559539E-01     0.8998683E+00     0.7558025E-02     0.4507500E-09     0.8949227E-09     0.1789845E-08
     0.6430000E+02     0.4178158E+00    -0.1560805E-01     0.9006228E+00     0.7530794E-02     0.4507263E-09     0.8948990E-09     0.1789798E-08
     0.6440000E+02     0.4162543E+00    -0.1562066E-01     0.9013745E+00     0.7503543E-02     0.4507026E-09     0.8948753E-09     0.1789751E-08
     0.6450000E+02     0.4146916E+00    -0.1563323E-01     0.9021235E+00     0.7476271E-02     0.4506789E-09     0.8948516E-09     0.1789703E-08
     0.6460000E+02     0.4131277E+00    -0.1564574E-01     0.9028697E+00     0.7448979E-02     0.4506551E-09     0.8948278E-09     0.1789656E-08
     0.6470000E+02     0.4115625E+00    -0.1565821E-01     0.9036133E+00     0.7421666E-02     0.4506314E-09     0.8948041E-09     0.1789608E-08
     0.6480000E+02     0.4099960E+00    -0.1567063E-01     0.9043541E+00     0.7394334E-02     0.4506076E-09     0.8947803E-09     0.1789561E-08
     0.6490000E+02     0.4084284E+00    -0.1568301E-01     0.9050921E+00     0.7366980E-02     0.4505838E-09     0.8947565E-09     0.1789513E-08
     0.6500000E+02     0.4068594E+00    -0.1569533E-01     0.9058275E+00     0.7339607E-02     0.4505600E-09     0.8947326E-09     0.1789465E-08
     0.6510000E+02     0.4052893E+00    -0.1570760E-01     0.9065601E+00     0.7312214E-02     0.4505361E-09     0.8947088E-09     0.1789418E-08
     0.6520000E+02     0.4037179E+00    -0.1571983E-01     0.9072899E+00     0.7284801E-02     0.4505123E-09     0.8946849E-09     0.1789370E-08
     0.6530000E+02     0.4021453E+00    -0.1573201E-01     0.9080170E+00     0.7257368E-02     0.4504884E-09     0.8946611E-09     0.1789322E-08
     0.6540000E+02     0.4005715E+00    -0.1574414E-01     0.9087414E+00     0.7229916E-02     0.4504645E-09     0.8946372E-09     0.1789274E-08
     0.6550000E+02     0.3989965E+00    -0.1575622E-01     0.9094630E+00     0.7202443E-02     0.4504406E-09     0.8946133E-09     0.1789227E-08
     0.6560000E+02     0.3974203E+00    -0.1576825E-01     0.9101819E+00     0.7174952E-02     0.4504167E-09     0.8945893E-09     0.1789179E-08
     0.6570000E+02     0.3958429E+00    -0.1578024E-01     0.9108980E+00     0.7147440E-02     0.4503927E-09     0.8945654E-09     0.1789131E-08
     0.6580000E+02     0.3942642E+00    -0.1579217E-01     0.9116114E+00     0.7119910E-02     0.4503688E-09     0.8945414E-09     0.1789083E-08
     0.6590000E+02     0.3926844E+00    -0.1580406E-01     0.9123220E+00     0.7092360E-02     0.4503448E-09     0.8945175E-09     0.1789035E-08
     0.6600000E+02     0.3911034E+00    -0.1581590E-01     0.9130298E+00     0.7064790E-02     0.4503208E-09     0.8944935E-09     0.1788987E-08
     0.6610000E+02     0.3895213E+00    -0.1582769E-01     0.9137349E+00     0.7037202E-02     0.4502968E-09     0.8944695E-09     0.1788939E-08
     0.6620000E+02     0.3879379E+00    -0.1583943E-01     0.9144373E+00     0.7009595E-02     0.4502728E-09     0.8944454E-09     0.1788891E-08
     0.6630000E+02     0.3863534E+00    -0.1585112E-01     0.9151369E+00     0.6981969E-02     0.4502487E-09     0.8944214E-09     0.1788843E-08
     0.6640000E+02     0.3847677E+00    -0.1586276E-01     0.9158337E+00     0.6954323E-02     0.4502247E-09     0.8943973E-09     0.1788795E-08
     0.6650000E+02     0.3831808E+00    -0.1587435E-01     0.9165277E+00     0.6926660E-02     0.4502006E-09     0.8943733E-09     0.1788747E-08
     0.6660000E+02     0.3815928E+00    -0.1588590E-01     0.9172190E+00     0.6898977E-02     0.4501765E-09     0.8943492E-09     0.1788698E-08
     0.6670000E+02     0.3800036E+00    -0.1589740E-01     0.9179075E+00     0.6871276E-02     0.4501524E-09     0.8943251E-09     0.1788650E-08
     0.6680000E+02     0.3784133E+00    -0.1590884E-01     0.9185933E+00     0.6843556E-02     0.4501283E-09     0.8943010E-09     0.1788602E-08
     0.6690000E+02     0.3768219E+00    -0.1592024E-01     0.9192762E+00     0.6815818E-02     0.4501041E-09     0.8942768E-09     0.1788554E-08
     0.6700000E+02     0.3752293E+00    -0.1593159E-01     0.9199564E+00     0.6788062E-02     0.4500800E-09     0.8942527E-09     0.1788505E-08
     0.6710000E+02     0.3736356E+00    -0.1594289E-01     0.9206338E+00     0.6760287E-02     0.4500558E-09     0.8942285E-09     0.1788457E-08
     0.6720000E+02     0.3720407E+00    -0.1595414E-01     0.9213085E+00     0.6732494E-02     0.4500316E-09     0.8942043E-09     0.1788409E-08
     0.6730000E+02     0.3704447E+00    -0.1596535E-01     0.9219803E+00     0.6704683E-02     0.4500074E-09     0.8941801E-09     0.1788360E-08
     0.6740000E+02     0.3688476E+00    -0.1597650E-01     0.9226494E+00     0.6676855E-02     0.4499832E-09     0.8941559E-09     0.1788312E-08
     0.6750000E+02     0.3672494E+00    -0.1598760E-01     0.9233157E+00     0.6649008E-02     0.4499590E-09     0.8941316E-09     0.1788263E-08
     0.6760000E+02     0.3656501E+00    -0.1599866E-01     0.9239792E+00     0.6621143E-02     0.4499347E-09     0.8941074E-09     0.1788215E-08
     0.6770000E+02     0.3640497E+00    -0.1600966E-01     0.9246399E+00     0.6593261E-02     0.4499105E-09     0.8940831E-09     0.1788166E-08
     0.6780000E+02     0.3624482E+00    -0.1602062E-01     0.9252979E+00     0.6565361E-02     0.4498862E-09     0.8940589E-09     0.1788118E-08
     0.6790000E+02     0.3608456E+00    -0.1603153E-01     0.9259530E+00     0.6537444E-02     0.4498619E-09     0.8940346E-09     0.1788069E-08
     0.6800000E+02     0.3592419E+00    -0.1604239E-01     0.9266053E+00     0.6509509E-02     0.4498376E-09     0.8940102E-09     0.1788020E-08
     0.6810000E+02     0.3576371E+00    -0.1605319E-01     0.9272549E+00     0.6481557E-02     0.4498132E-09     0.8939859E-09     0.1787972E-08
     0.6820000E+02     0.3560312E+00    -0.1606395E-01     0.9279017E+00     0.6453588E-02     0.4497889E-09     0.8939616E-09     0.1787923E-08
     0.6830000E+02     0.3544243E+00    -0.1607466E-01     0.9285456E+00     0.6425601E-02     0.4497645E-09     0.8939372E-09     0.1787874E-08
     0.6840000E+02     0.3528163E+00    -0.1608533E-01     0.9291868E+00     0.6397597E-02     0.4497402E-09     0.8939129E-09     0.1787826E-08
     0.6850000E+02     0.3512072E+00    -0.1609594E-01     0.9298251E+00     0.6369577E-02     0.4497158E-09     0.8938885E-09     0.1787777E-08
     0.6860000E+02     0.3495971E+00    -0.1610650E-01     0.9304607E+00     0.6341539E-02     0.4496914E-09     0.8938641E-09     0.1787728E-08
     0.6870000E+02     0.3479860E+00    -0.1611701E-01     0.9310934E+00     0.6313485E-02     0.4496670E-09     0.8938397E-09     0.1787679E-08
     0.6880000E+02     0.3463737E+00    -0.1612748E-01     0.9317234E+00     0.6285414E-02     0.4496426E-09     0.8938152E-09     0.1787630E-08
     0.6890000E+02     0.3447605E+00    -0.1613789E-01     0.9323505E+00     0.6257326E-02     0.4496181E-09     0.8937908E-09     0.1787582E-08
     0.6900000E+02     0.3431461E+00    -0.1614825E-01     0.9329749E+00     0.6229222E-02     0.4495937E-09     0.8937663E-09     0.1787533E-08
     0.6910000E+02     0.3415308E+00    -0.1615857E-01     0.9335964E+00     0.6201101E-02     0.4495692E-09     0.8937419E-09     0.1787484E-08
     0.6920000E+02     0.3399144E+00    -0.1616884E-01     0.9342151E+00     0.6172964E-02     0.4495447E-09     0.8937174E-09     0.1787435E-08
     0.6930000E+02     0.3382970E+00    -0.1617905E-01     0.9348310E+00     0.6144810E-02     0.4495202E-09     0.8936929E-09     0.1787386E-08
     0.6940000E+02     0.3366786E+00    -0.1618922E-01     0.9354440E+00     0.6116641E-02     0.4494957E-09     0.8936684E-09     0.1787337E-08
     0.6950000E+02     0.3350592E+00    -0.1619933E-01     0.9360543E+00     0.6088455E-02     0.4494711E-09     0.8936438E-09     0.1787288E-08
     0.6960000E+02     0.3334388E+00    -0.1620940E-01     0.9366617E+00     0.6060253E-02     0.4494466E-09     0.8936193E-09     0.1787239E-08
     0.6970000E+02     0.3318173E+00    -0.1621942E-01     0.9372663E+00     0.6032036E-02     0.4494220E-09     0.8935947E-09     0.1787189E-08
     0.6980000E+02     0.3301949E+00    -0.1622939E-01     0.9378681E+00     0.6003802E-02     0.4493975E-09     0.8935702E-09     0.1787140E-08
     0.6990000E+02     0.3285714E+00    -0.1623930E-01     0.9384671E+00     0.5975553E-02     0.4493729E-09     0.8935456E-09     0.1787091E-08
     0.7000000E+02     0.3269470E+00    -0.1624917E-01     0.9390632E+00     0.5947288E-02     0.4493483E-09     0.8935210E-09     0.1787042E-08
     0.7010000E+02     0.3253216E+00    -0.1625899E-01     0.9396566E+00     0.5919008E-02     0.4493237E-09     0.8934964E-09     0.1786993E-08
     0.7020000E+02     0.3236952E+00    -0.1626876E-01     0.9402470E+00     0.5890712E-02     0.4492991E-09     0.8934717E-09     0.1786943E-08
     0.7030000E+02     0.3220679E+00    -0.1627848E-01     0.9408347E+00     0.5862400E-02     0.4492744E-09     0.8934471E-09     0.1786894E-08
     0.7040000E+02     0.3204395E+00    -0.1628815E-01     0.9414195E+00     0.5834074E-02     0.4492498E-09     0.8934225E-09     0.1786845E-08
     0.7050000E+02     0.3188102E+00    -0.1629777E-01     0.9420015E+00     0.5805732E-02     0.4492251E-09     0.8933978E-09     0.1786796E-08
     0.7060000E+02     0.3171800E+00    -0.1630734E-01     0.9425807E+00     0.5777375E-02     0.4492004E-09     0.8933731E-09     0.1786746E-08
     0.7070000E+02     0.3155488E+00    -0.1631686E-01     0.9431570E+00     0.5749003E-02     0.4491757E-09     0.8933484E-09     0.1786697E-08
     0.7080000E+02     0.3139166E+00    -0.1632633E-01     0.9437305E+00     0.5720616E-02     0.4491510E-09     0.8933237E-09     0.1786647E-08
     0.7090000E+02     0.3122835E+00    -0.1633575E-01     0.9443011E+00     0.5692214E-02     0.4491263E-09     0.8932990E-09     0.1786598E-08
     0.7100000E+02     0.3106495E+00    -0.1634512E-01     0.9448689E+00     0.5663797E-02     0.4491016E-09     0.8932743E-09     0.1786549E-08
     0.7110000E+02     0.3090145E+00    -0.1635444E-01     0.9454339E+00     0.5635366E-02     0.4490768E-09     0.8932495E-09     0.1786499E-08
     0.7120000E+02     0.3073786E+00    -0.1636371E-01     0.9459960E+00     0.5606920E-02     0.4490521E-09     0.8932248E-09     0.1786450E-08
     0.7130000E+02     0.3057417E+00    -0.1637293E-01     0.9465553E+00     0.5578460E-02     0.4490273E-09     0.8932000E-09     0.1786400E-08
     0.7140000E+02     0.3041040E+00    -0.1638210E-01     0.9471117E+00     0.5549985E-02     0.4490025E-09     0.8931752E-09     0.1786350E-08
     0.7150000E+02     0.3024653E+00    -0.1639122E-01     0.9476653E+00     0.5521496E-02     0.4489778E-09     0.8931504E-09     0.1786301E-08
     0.7160000E+02     0.3008257E+00    -0.1640029E-01     0.9482160E+00     0.5492993E-02     0.4489529E-09     0.8931256E-09     0.1786251E-08
     0.7170000E+02     0.2991853E+00    -0.1640931E-01     0.9487638E+00     0.5464475E-02     0.4489281E-09     0.8931008E-09     0.1786202E-08
     0.7180000E+02     0.2975439E+00    -0.1641828E-01     0.9493089E+00     0.5435944E-02     0.4489033E-09     0.8930760E-09     0.1786152E-08
     0.7190000E+02     0.2959016E+00    -0.1642720E-01     0.9498510E+00     0.5407398E-02     0.4488785E-09     0.8930511E-09     0.1786102E-08
     0.7200000E+02     0.2942585E+00    -0.1643607E-01     0.9503903E+00     0.5378839E-02     0.4488536E-09     0.8930263E-09     0.1786053E-08
     0.7210000E+02     0.2926144E+00    -0.1644489E-01     0.9509268E+00     0.5350266E-02     0.4488287E-09     0.8930014E-09     0.1786003E-08
     0.7220000E+02     0.2909695E+00    -0.1645366E-01     0.9514604E+00     0.5321679E-02     0.4488039E-09     0.8929765E-09     0.1785953E-08
     0.7230000E+02     0.2893237E+00    -0.1646238E-01     0.9519911E+00     0.5293079E-02     0.4487790E-09     0.8929517E-09     0.1785903E-08
     0.7240000E+02     0.2876770E+00    -0.1647104E-01     0.9525190E+00     0.5264465E-02     0.4487541E-09     0.8929268E-09     0.1785854E-08
     0.7250000E+02     0.2860295E+00    -0.1647966E-01     0.9530440E+00     0.5235838E-02     0.4487292E-09     0.8929018E-09     0.1785804E-08
     0.7260000E+02     0.2843811E+00    -0.1648823E-01     0.9535662E+00     0.5207197E-02     0.4487042E-09     0.8928769E-09     0.1785754E-08
     0.7270000E+02     0.2827318E+00    -0.1649675E-01     0.9540855E+00     0.5178543E-02     0.4486793E-09     0.8928520E-09     0.1785704E-08
     0.7280000E+02     0.2810817E+00    -0.1650522E-01     0.9546019E+00     0.5149876E-02     0.4486544E-09     0.8928270E-09     0.1785654E-08
     0.7290000E+02     0.2794308E+00    -0.1651364E-01     0.9551154E+00     0.5121196E-02     0.4486294E-09     0.8928021E-09     0.1785604E-08
     0.7300000E+02     0.2777790E+00    -0.1652200E-01     0.9556261E+00     0.5092503E-02     0.4486044E-09     0.8927771E-09     0.1785554E-08
     0.7310000E+02     0.2761264E+00    -0.1653032E-01     0.9561339E+00     0.5063797E-02     0.4485794E-09     0.8927521E-09     0.1785504E-08
     0.7320000E+02     0.2744729E+00    -0.1653859E-01     0.9566389E+00     0.5035078E-02     0.4485544E-09     0.8927271E-09     0.1785454E-08
     0.7330000E+02     0.2728187E+00    -0.1654680E-01     0.9571410E+00     0.5006346E-02     0.4485294E-09     0.8927021E-09     0.1785404E-08
     0.7340000E+02     0.2711636E+00    -0.1655497E-01     0.9576402E+00     0.4977602E-02     0.4485044E-09     0.8926771E-09     0.1785354E-08
     0.7350000E+02     0.2695077E+00    -0.1656309E-01     0.9581365E+00     0.4948846E-02     0.4484794E-09     0.8926521E-09     0.1785304E-08
     0.7360000E+02     0.2678510E+00    -0.1657115E-01     0.9586299E+00     0.4920077E-02     0.4484544E-09     0.8926270E-09     0.1785254E-08
     0.7370000E+02     0.2661934E+00    -0.1657917E-01     0.9591205E+00     0.4891295E-02     0.4484293E-09     0.8926020E-09     0.1785204E-08
     0.7380000E+02     0.2645351E+00    -0.1658713E-01     0.9596082E+00     0.4862502E-02     0.4484043E-09     0.8925769E-09     0.1785154E-08
     0.7390000E+02     0.2628760E+00    -0.1659504E-01     0.9600930E+00     0.4833696E-02     0.4483792E-09     0.8925519E-09     0.1785104E-08
     0.7400000E+02     0.2612161E+00    -0.1660291E-01     0.9605749E+00     0.4804878E-02     0.4483541E-09     0.8925268E-09     0.1785054E-08
     0.7410000E+02     0.2595554E+00    -0.1661072E-01     0.9610540E+00     0.4776048E-02     0.4483290E-09     0.8925017E-09     0.1785003E-08
     0.7420000E+02     0.2578940E+00    -0.1661848E-01     0.9615301E+00     0.4747206E-02     0.4483039E-09     0.8924766E-09     0.1784953E-08
     0.7430000E+02     0.2562317E+00    -0.1662620E-01     0.9620034E+00     0.4718352E-02     0.4482788E-09     0.8924515E-09     0.1784903E-08
     0.7440000E+02     0.2545687E+00    -0.1663386E-01     0.9624738E+00     0.4689487E-02     0.4482537E-09     0.8924264E-09     0.1784853E-08
     0.7450000E+02     0.2529050E+00    -0.1664147E-01     0.9629413E+00     0.4660610E-02     0.4482286E-09     0.8924012E-09     0.1784802E-08
     0.7460000E+02     0.2512404E+00    -0.1664903E-01     0.9634059E+00     0.4631722E-02     0.4482034E-09     0.8923761E-09     0.1784752E-08
     0.7470000E+02     0.2495752E+00    -0.1665654E-01     0.9638677E+00     0.4602822E-02     0.4481783E-09     0.8923510E-09     0.1784702E-08
     0.7480000E+02     0.2479091E+00    -0.1666400E-01     0.9643265E+00     0.4573910E-02     0.4481531E-09     0.8923258E-09     0.1784652E-08
     0.7490000E+02     0.2462424E+00    -0.1667141E-01     0.9647824E+00     0.4544988E-02     0.4481279E-09     0.8923006E-09     0.1784601E-08
     0.7500000E+02     0.2445749E+00    -0.1667876E-01     0.9652355E+00     0.4516054E-02     0.4481028E-09     0.8922754E-09     0.1784551E-08
     0.7510000E+02     0.2429066E+00    -0.1668607E-01     0.9656856E+00     0.4487109E-02     0.4480776E-09     0.8922503E-09     0.1784501E-08
     0.7520000E+02     0.2412376E+00    -0.1669333E-01     0.9661329E+00     0.4458153E-02     0.4480524E-09     0.8922251E-09     0.1784450E-08
     0.7530000E+02     0.2395680E+00    -0.1670054E-01     0.9665773E+00     0.4429187E-02     0.4480272E-09     0.8921999E-09     0.1784400E-08
     0.7540000E+02     0.2378975E+00    -0.1670769E-01     0.9670187E+00     0.4400209E-02     0.4480020E-09     0.8921746E-09     0.1784349E-08
     0.7550000E+02     0.2362264E+00    -0.1671480E-01     0.9674573E+00     0.4371221E-02     0.4479767E-09     0.8921494E-09     0.1784299E-08
     0.7560000E+02     0.2345546E+00    -0.1672185E-01     0.9678930E+00     0.4342222E-02     0.4479515E-09     0.8921242E-09     0.1784248E-08
     0.7570000E+02     0.2328821E+00    -0.1672885E-01     0.9683258E+00     0.4313212E-02     0.4479262E-09     0.8920989E-09     0.1784198E-08
     0.7580000E+02     0.2312088E+00    -0.1673581E-01     0.9687556E+00     0.4284192E-02     0.4479010E-09     0.8920737E-09     0.1784147E-08
     0.7590000E+02     0.2295349E+00    -0.1674271E-01     0.9691826E+00     0.4255162E-02     0.4478757E-09     0.8920484E-09     0.1784097E-08
     0.7600000E+02     0.2278603E+00    -0.1674956E-01     0.9696067E+00     0.4226121E-02     0.4478505E-09     0.8920231E-09     0.1784046E-08
     0.7610000E+02     0.2261850E+00    -0.1675636E-01     0.9700278E+00     0.4197071E-02     0.4478252E-09     0.8919979E-09     0.1783996E-08
     0.7620000E+02     0.2245090E+00    -0.1676311E-01     0.9704461E+00     0.4168010E-02     0.4477999E-09     0.8919726E-09     0.1783945E-08
     0.7630000E+02     0.2228324E+00    -0.1676981E-01     0.9708614E+00     0.4138939E-02     0.4477746E-09     0.8919473E-09     0.1783895E-08
     0.7640000E+02     0.2211550E+00    -0.1677646E-01     0.9712739E+00     0.4109858E-02     0.4477493E-09     0.8919220E-09     0.1783844E-08
     0.7650000E+02     0.2194771E+00    -0.1678305E-01     0.9716834E+00     0.4080767E-02     0.4477240E-09     0.8918966E-09     0.1783793E-08
     0.7660000E+02     0.2177984E+00    -0.1678960E-01     0.9720900E+00     0.4051667E-02     0.4476986E-09     0.8918713E-09     0.1783743E-08
     0.7670000E+02     0.2161192E+00    -0.1679610E-01     0.9724937E+00     0.4022557E-02     0.4476733E-09     0.8918460E-09     0.1783692E-08
     0.7680000E+02     0.2144392E+00    -0.1680254E-01     0.9728945E+00     0.3993437E-02     0.4476480E-09     0.8918206E-09     0.1783641E-08
     0.7690000E+02     0.2127586E+00    -0.1680893E-01     0.9732924E+00     0.3964308E-02     0.4476226E-09     0.8917953E-09     0.1783591E-08
     0.7700000E+02     0.2110774E+00    -0.1681528E-01     0.9736874E+00     0.3935170E-02     0.4475973E-09     0.8917699E-09     0.1783540E-08
     0.7710000E+02     0.2093956E+00    -0.1682157E-01     0.9740794E+00     0.3906022E-02     0.4475719E-09     0.8917446E-09     0.1783489E-08
     0.7720000E+02     0.2077131E+00    -0.1682781E-01     0.9744686E+00     0.3876865E-02     0.4475465E-09     0.8917192E-09     0.1783438E-08
     0.7730000E+02     0.2060300E+00    -0.1683400E-01     0.9748548E+00     0.3847699E-02     0.4475211E-09     0.8916938E-09     0.1783388E-08
     0.7740000E+02     0.2043463E+00    -0.1684014E-01     0.9752381E+00     0.3818524E-02     0.4474957E-09     0.8916684E-09     0.1783337E-08
     0.7750000E+02     0.2026620E+00    -0.1684623E-01     0.9756185E+00     0.3789340E-02     0.4474703E-09     0.8916430E-09     0.1783286E-08
     0.7760000E+02     0.2009771E+00    -0.1685227E-01     0.9759960E+00     0.3760147E-02     0.4474449E-09     0.8916176E-09     0.1783235E-08
     0.7770000E+02     0.1992916E+00    -0.1685825E-01     0.9763706E+00     0.3730945E-02     0.4474195E-09     0.8915922E-09     0.1783184E-08
     0.7780000E+02     0.1976054E+00    -0.1686419E-01     0.9767422E+00     0.3701735E-02     0.4473941E-09     0.8915668E-09     0.1783134E-08
     0.7790000E+02     0.1959187E+00    -0.1687008E-01     0.9771109E+00     0.3672516E-02     0.4473687E-09     0.8915414E-09     0.1783083E-08
     0.7800000E+02     0.1942314E+00    -0.1687591E-01     0.9774767E+00     0.3643289E-02     0.4473432E-09     0.8915159E-09     0.1783032E-08
     0.7810000E+02     0.1925435E+00    -0.1688169E-01     0.9778396E+00     0.3614053E-02     0.4473178E-09     0.8914905E-09     0.1782981E-08
     0.7820000E+02     0.1908551E+00    -0.1688742E-01     0.9781995E+00     0.3584809E-02     0.4472924E-09     0.8914650E-09     0.1782930E-08
     0.7830000E+02     0.1891661E+00    -0.1689311E-01     0.9785565E+00     0.3555557E-02     0.4472669E-09     0.8914396E-09     0.1782879E-08
     0.7840000E+02     0.1874765E+00    -0.1689874E-01     0.9789106E+00     0.3526296E-02     0.4472414E-09     0.8914141E-09     0.1782828E-08
     0.7850000E+02     0.1857863E+00    -0.1690431E-01     0.9792618E+00     0.3497028E-02     0.4472160E-09     0.8913886E-09     0.1782777E-08
     0.7860000E+02     0.1840956E+00    -0.1690984E-01     0.9796100E+00     0.3467752E-02     0.4471905E-09     0.8913632E-09     0.1782726E-08
     0.7870000E+02     0.1824043E+00    -0.1691532E-01     0.9799553E+00     0.3438467E-02     0.4471650E-09     0.8913377E-09     0.1782675E-08
     0.7880000E+02     0.1807125E+00    -0.1692075E-01     0.9802977E+00     0.3409175E-02     0.4471395E-09     0.8913122E-09     0.1782624E-08
     0.7890000E+02     0.1790202E+00    -0.1692612E-01     0.9806372E+00     0.3379876E-02     0.4471140E-09     0.8912867E-09     0.1782573E-08
     0.7900000E+02     0.1773273E+00    -0.1693144E-01     0.9809737E+00     0.3350569E-02     0.4470885E-09     0.8912612E-09     0.1782522E-08
     0.7910000E+02     0.1756339E+00    -0.1693672E-01     0.9813073E+00     0.3321254E-02     0.4470630E-09     0.8912357E-09     0.1782471E-08
     0.7920000E+02     0.1739400E+00    -0.1694194E-01     0.9816379E+00     0.3291932E-02     0.4470375E-09     0.8912102E-09     0.1782420E-08
     0.7930000E+02     0.1722455E+00    -0.1694711E-01     0.9819657E+00     0.3262602E-02     0.4470120E-09     0.8911846E-09     0.1782369E-08
     0.7940000E+02     0.1705506E+00    -0.1695223E-01     0.9822905E+00     0.3233266E-02     0.4469864E-09     0.8911591E-09     0.1782318E-08
     0.7950000E+02     0.1688551E+00    -0.1695730E-01     0.9826123E+00     0.3203922E-02     0.4469609E-09     0.8911336E-09     0.1782267E-08
     0.7960000E+02     0.1671591E+00    -0.1696232E-01     0.9829312E+00     0.3174571E-02     0.4469353E-09     0.8911080E-09     0.1782216E-08
     0.7970000E+02     0.1654626E+00    -0.1696728E-01     0.9832472E+00     0.3145213E-02     0.4469098E-09     0.8910825E-09     0.1782165E-08
     0.7980000E+02     0.1637656E+00    -0.1697220E-01     0.9835603E+00     0.3115848E-02     0.4468842E-09     0.8910569E-09     0.1782114E-08
     0.7990000E+02     0.1620682E+00    -0.1697706E-01     0.9838704E+00     0.3086477E-02     0.4468587E-09     0.8910314E-09     0.1782063E-08
     0.8000000E+02     0.1603702E+00    -0.1698188E-01     0.9841776E+00     0.3057099E-02     0.4468331E-09     0.8910058E-09     0.1782012E-08
     0.8010000E+02     0.1586718E+00    -0.1698664E-01     0.9844818E+00     0.3027714E-02     0.4468075E-09     0.8909802E-09     0.1781960E-08
     0.8020000E+02     0.1569729E+00    -0.1699135E-01     0.9847831E+00     0.2998323E-02     0.4467820E-09     0.8909546E-09     0.1781909E-08
     0.8030000E+02     0.1552735E+00    -0.1699601E-01     0.9850815E+00     0.2968925E-02     0.4467564E-09     0.8909291E-09     0.1781858E-08
     0.8040000E+02     0.1535737E+00    -0.1700062E-01     0.9853769E+00     0.2939521E-02     0.4467308E-09     0.8909035E-09     0.1781807E-08
     0.8050000E+02     0.1518734E+00    -0.1700517E-01     0.9856694E+00     0.2910111E-02     0.4467052E-09     0.8908779E-09     0.1781756E-08
     0.8060000E+02     0.1501727E+00    -0.1700968E-01     0.9859589E+00     0.2880695E-02     0.4466796E-09     0.8908523E-09     0.1781705E-08
     0.8070000E+02     0.1484715E+00    -0.1701414E-01     0.9862455E+00     0.2851272E-02     0.4466540E-09     0.8908267E-09     0.1781653E-08
     0.8080000E+02     0.1467698E+00    -0.1701854E-01     0.9865292E+00     0.2821844E-02     0.4466284E-09     0.8908011E-09     0.1781602E-08
     0.8090000E+02     0.1450678E+00    -0.1702289E-01     0.9868099E+00     0.2792410E-02     0.4466028E-09     0.8907754E-09     0.1781551E-08
     0.8100000E+02     0.1433653E+00    -0.1702720E-01     0.9870877E+00     0.2762969E-02     0.4465771E-09     0.8907498E-09     0.1781500E-08
     0.8110000E+02     0.1416623E+00    -0.1703145E-01     0.9873625E+00     0.2733524E-02     0.4465515E-09     0.8907242E-09     0.1781448E-08
     0.8120000E+02     0.1399590E+00    -0.1703565E-01     0.9876344E+00     0.2704072E-02     0.4465259E-09     0.8906986E-09     0.1781397E-08
     0.8130000E+02     0.1382552E+00    -0.1703979E-01     0.9879033E+00     0.2674615E-02     0.4465003E-09     0.8906729E-09     0.1781346E-08
     0.8140000E+02     0.1365510E+00    -0.1704389E-01     0.9881693E+00     0.2645153E-02     0.4464746E-09     0.8906473E-09     0.1781295E-08
     0.8150000E+02     0.1348464E+00    -0.1704794E-01     0.9884323E+00     0.2615685E-02     0.4464490E-09     0.8906217E-09     0.1781243E-08
     0.8160000E+02     0.1331414E+00    -0.1705193E-01     0.9886924E+00     0.2586212E-02     0.4464233E-09     0.8905960E-09     0.1781192E-08
     0.8170000E+02     0.1314360E+00    -0.1705588E-01     0.9889496E+00     0.2556734E-02     0.4463977E-09     0.8905704E-09     0.1781141E-08
     0.8180000E+02     0.1297303E+00    -0.1705977E-01     0.9892038E+00     0.2527251E-02     0.4463720E-09     0.8905447E-09     0.1781089E-08
     0.8190000E+02     0.1280241E+00    -0.1706361E-01     0.9894550E+00     0.2497763E-02     0.4463464E-09     0.8905190E-09     0.1781038E-08
     0.8200000E+02     0.1263175E+00    -0.1706740E-01     0.9897033E+00     0.2468270E-02     0.4463207E-09     0.8904934E-09     0.1780987E-08
     0.8210000E+02     0.1246106E+00    -0.1707114E-01     0.9899487E+00     0.2438772E-02     0.4462950E-09     0.8904677E-09     0.1780935E-08
     0.8220000E+02     0.1229033E+00    -0.1707483E-01     0.9901911E+00     0.2409270E-02     0.4462693E-09     0.8904420E-09     0.1780884E-08
     0.8230000E+02     0.1211957E+00    -0.1707846E-01     0.9904305E+00     0.2379762E-02     0.4462437E-09     0.8904163E-09     0.1780833E-08
     0.8240000E+02     0.1194876E+00    -0.1708205E-01     0.9906670E+00     0.2350251E-02     0.4462180E-09     0.8903907E-09     0.1780781E-08
     0.8250000E+02     0.1177792E+00    -0.1708558E-01     0.9909006E+00     0.2320734E-02     0.4461923E-09     0.8903650E-09     0.1780730E-08
